Date,Open,High,Low,Close,Adj Close,Volume
2023-09-05,329.000000,334.850006,328.660004,333.549988,332.259918,18553900
2023-09-06,333.380005,334.459991,330.179993,332.880005,331.592560,17535800
2023-09-07,331.290009,333.079987,329.029999,329.910004,328.634033,18381000
2023-09-08,330.089996,336.160004,329.459991,334.269989,332.977142,19530100
2023-09-11,337.239990,338.420013,335.429993,337.940002,336.632965,16583300
2023-09-12,335.820007,336.790009,331.480011,331.769989,330.486816,17565500
2023-09-13,331.309998,336.850006,331.170013,336.059998,334.760254,16544400
2023-09-14,339.149994,340.859985,336.570007,338.700012,337.390045,20267000
2023-09-15,336.920013,337.399994,329.649994,330.220001,328.942841,37666900
2023-09-18,327.799988,330.399994,326.359985,329.059998,327.787323,16834200
2023-09-19,326.170013,329.390015,324.510010,328.649994,327.378906,16505900
2023-09-20,329.510010,329.589996,320.510010,320.769989,319.529358,21436500
2023-09-21,319.260010,325.350006,315.000000,319.529999,318.294159,35529500
2023-09-22,321.320007,321.450012,316.149994,317.010010,315.783936,21447900
2023-09-25,316.589996,317.670013,315.000000,317.540009,316.311890,17836000
2023-09-26,315.130005,315.880005,310.019989,312.140015,310.932770,26297600
2023-09-27,312.299988,314.299988,309.690002,312.790009,311.580231,19410100
2023-09-28,310.989990,315.480011,309.450012,313.640015,312.426971,19683600
2023-09-29,317.750000,319.470001,314.980011,315.750000,314.528778,24140300
2023-10-02,316.279999,321.890015,315.179993,321.799988,320.555389,20570000
2023-10-03,320.829987,321.390015,311.209991,313.390015,312.177948,21033500
2023-10-04,314.029999,320.040009,314.000000,318.959991,317.726379,20720100
2023-10-05,319.089996,319.980011,314.899994,319.359985,318.124817,16965600
2023-10-06,316.549988,329.190002,316.299988,327.260010,325.994293,25645500
2023-10-09,324.750000,330.299988,323.179993,329.820007,328.544373,19891200
2023-10-10,330.959991,331.100006,327.670013,328.390015,327.119934,20557100
2023-10-11,331.209991,332.820007,329.140015,332.420013,331.134338,20063200
2023-10-12,330.570007,333.630005,328.720001,331.160004,329.879181,19313100
2023-10-13,332.380005,333.829987,326.359985,327.730011,326.462463,21072400
2023-10-16,331.049988,336.140015,330.600006,332.640015,331.353455,22158000
2023-10-17,329.589996,333.459991,327.410004,332.059998,330.775726,18338500
2023-10-18,332.489990,335.589996,328.299988,330.109985,328.833252,23153600
2023-10-19,332.149994,336.880005,330.910004,331.320007,330.038574,25052100
2023-10-20,331.720001,331.920013,325.450012,326.670013,325.406586,25012600
2023-10-23,325.470001,332.730011,324.390015,329.320007,328.046295,24374700
2023-10-24,331.299988,331.839996,327.600006,330.529999,329.251617,31153600
2023-10-25,345.019989,346.200012,337.619995,340.670013,339.352417,55053800
2023-10-26,340.540009,341.630005,326.940002,327.890015,326.621857,37828500
2023-10-27,330.429993,336.720001,328.399994,329.809998,328.534424,29856500
2023-10-30,333.410004,339.450012,331.829987,337.309998,336.005402,22828100
2023-10-31,338.850006,339.000000,334.690002,338.109985,336.802307,20265300
2023-11-01,339.790009,347.420013,339.649994,346.070007,344.731537,28158800
2023-11-02,347.239990,348.829987,344.769989,348.320007,346.972839,24348100
2023-11-03,349.630005,354.390015,347.329987,352.799988,351.435486,23624000
2023-11-06,353.450012,357.540009,353.350006,356.529999,355.151093,23828300
2023-11-07,359.399994,362.459991,357.630005,360.529999,359.135620,25833900
2023-11-08,361.679993,363.869995,360.549988,363.200012,361.795288,26767800
2023-11-09,362.299988,364.790009,360.359985,360.690002,359.294983,24847300
2023-11-10,361.489990,370.100006,361.070007,369.670013,368.240265,28042100
2023-11-13,368.220001,368.470001,365.899994,366.679993,365.261810,19986500
2023-11-14,371.010010,371.950012,367.350006,370.269989,368.837891,27683900
2023-11-15,371.279999,373.130005,367.109985,369.670013,368.987671,26860100
2023-11-16,370.959991,376.350006,370.179993,376.170013,375.475677,27182300
2023-11-17,373.609985,374.369995,367.000000,369.850006,369.167328,40157000
2023-11-20,371.220001,378.869995,371.000000,377.440002,376.743317,52465100
2023-11-21,375.670013,376.220001,371.119995,373.070007,372.381378,28423100
2023-11-22,378.000000,379.790009,374.970001,377.850006,377.152557,23345300
2023-11-24,377.329987,377.970001,375.140015,377.429993,376.733307,10176600
2023-11-27,376.779999,380.640015,376.200012,378.609985,377.911133,22179200
2023-11-28,378.350006,383.000000,378.160004,382.700012,381.993622,20453100
2023-11-29,383.760010,384.299988,377.440002,378.850006,378.150696,28963400
2023-11-30,378.489990,380.089996,375.470001,378.910004,378.210602,30554400
2023-12-01,376.760010,378.160004,371.309998,374.510010,373.818726,33020400
2023-12-04,369.100006,369.519989,362.899994,369.140015,368.458649,32063300
2023-12-05,366.450012,373.079987,365.619995,372.519989,371.832367,23065000
2023-12-06,373.540009,374.179993,368.029999,368.799988,368.119232,21182100
2023-12-07,368.230011,371.450012,366.320007,370.950012,370.265289,23118900
2023-12-08,369.200012,374.459991,368.230011,374.230011,373.539246,20144800
2023-12-11,368.480011,371.600006,366.100006,371.299988,370.614624,27708800
2023-12-12,370.850006,374.420013,370.459991,374.380005,373.688965,24838300
2023-12-13,376.019989,377.640015,370.769989,374.369995,373.678955,30955500
2023-12-14,373.309998,373.760010,364.130005,365.929993,365.254547,43277500
2023-12-15,366.850006,372.399994,366.279999,370.730011,370.045715,78478200
2023-12-18,369.450012,373.000000,368.679993,372.649994,371.962128,21802900
2023-12-19,371.489990,373.260010,369.839996,373.260010,372.571045,20603700
2023-12-20,375.000000,376.029999,370.529999,370.619995,369.935883,26316700
2023-12-21,372.559998,374.410004,370.040009,373.540009,372.850525,17708000
2023-12-22,373.679993,375.179993,372.709991,374.579987,373.888580,17091100
2023-12-26,375.000000,376.940002,373.500000,374.660004,373.968445,12673100
2023-12-27,373.690002,375.059998,372.809998,374.070007,373.379547,14905400
2023-12-28,375.369995,376.459991,374.160004,375.279999,374.587280,14327000
2023-12-29,376.000000,377.160004,373.480011,376.040009,375.345886,18723000
2024-01-02,373.859985,375.899994,366.769989,370.869995,370.185425,25258600
2024-01-03,369.010010,373.260010,368.510010,370.600006,369.915924,23083500
2024-01-04,370.670013,373.100006,367.170013,367.940002,367.260834,20901500
2024-01-05,368.970001,372.059998,366.500000,367.750000,367.071198,20987000
2024-01-08,369.299988,375.200012,369.010010,374.690002,373.998383,23134000
2024-01-09,372.010010,375.989990,371.190002,375.790009,375.096375,20830000
2024-01-10,376.369995,384.170013,376.320007,382.769989,382.063446,25514200
2024-01-11,386.000000,390.679993,380.380005,384.630005,383.920044,27850800
2024-01-12,385.489990,388.679993,384.649994,388.470001,387.752960,21645700
2024-01-16,393.660004,394.029999,387.619995,390.269989,389.549622,27202300
2024-01-17,387.980011,390.109985,384.809998,389.470001,388.751099,22234100
2024-01-18,391.720001,393.989990,390.119995,393.869995,393.142975,23392100
2024-01-19,395.760010,398.670013,393.500000,398.670013,397.934143,29272000
2024-01-22,400.019989,400.619995,393.589996,396.510010,395.778107,27016900
2024-01-23,395.750000,399.380005,393.929993,398.899994,398.163696,20525900
2024-01-24,401.540009,405.630005,400.450012,402.559998,401.816925,24867000
2024-01-25,404.320007,407.010010,402.529999,404.869995,404.122681,21021200
2024-01-26,404.369995,406.170013,402.429993,403.929993,403.184418,17803300
2024-01-29,406.059998,409.980011,404.329987,409.720001,408.963715,24510200
2024-01-30,412.260010,413.049988,406.450012,408.589996,407.835815,33477600
2024-01-31,406.959991,415.320007,397.209991,397.579987,396.846130,47871100
2024-02-01,401.829987,408.000000,401.799988,403.779999,403.034698,30657700
2024-02-02,403.809998,412.649994,403.559998,411.220001,410.460968,28245000
2024-02-05,409.899994,411.160004,403.989990,405.649994,404.901245,25352300
2024-02-06,405.880005,407.970001,402.910004,405.489990,404.741516,18382600
2024-02-07,407.440002,414.299988,407.399994,414.049988,413.285706,22340500
2024-02-08,414.049988,415.559998,412.529999,414.109985,413.345612,21225300
2024-02-09,415.250000,420.820007,415.089996,420.549988,419.773712,22032800
2024-02-12,420.559998,420.739990,414.750000,415.260010,414.493500,21202900
2024-02-13,404.940002,410.070007,403.390015,406.320007,405.570007,27824900
2024-02-14,408.070007,409.839996,404.570007,409.489990,409.489990,20401200
2024-02-15,408.140015,409.130005,404.290009,406.559998,406.559998,21825500
2024-02-16,407.959991,408.290009,403.440002,404.059998,404.059998,22281100
2024-02-20,403.239990,404.489990,398.010010,402.790009,402.790009,24307900
2024-02-21,400.170013,402.290009,397.220001,402.179993,402.179993,18631100
2024-02-22,410.190002,412.829987,408.570007,411.649994,411.649994,27009900
2024-02-23,415.670013,415.859985,408.970001,410.339996,410.339996,16295900
2024-02-26,411.459991,412.160004,407.359985,407.540009,407.540009,16193500
2024-02-27,407.989990,408.320007,403.850006,407.480011,407.480011,14835800
2024-02-28,408.179993,409.299988,405.320007,407.720001,407.720001,13183100
2024-02-29,408.640015,414.200012,405.920013,413.640015,413.640015,31947300
2024-03-01,411.269989,415.869995,410.880005,415.500000,415.500000,17800300
2024-03-04,413.440002,417.350006,412.320007,414.920013,414.920013,17596000
2024-03-05,413.959991,414.250000,400.640015,402.649994,402.649994,26919200
2024-03-06,402.970001,405.160004,398.390015,402.089996,402.089996,22344100
2024-03-07,406.119995,409.779999,402.239990,409.140015,409.140015,18718500
2024-03-08,407.959991,410.420013,404.329987,406.220001,406.220001,17971700
2024-03-11,403.760010,405.679993,401.260010,404.519989,404.519989,16120800
2024-03-12,407.619995,415.570007,406.790009,415.279999,415.279999,22457000
2024-03-13,418.100006,418.179993,411.450012,415.100006,415.100006,17115900
2024-03-14,420.239990,427.820007,417.989990,425.220001,425.220001,34157300
2024-03-15,419.290009,422.600006,412.790009,416.420013,416.420013,45049800
2024-03-18,414.250000,420.730011,413.779999,417.320007,417.320007,20106000
2024-03-19,417.829987,421.670013,415.549988,421.410004,421.410004,19837900
2024-03-20,422.000000,425.959991,420.660004,425.230011,425.230011,17860100
2024-03-21,429.829987,430.820007,427.160004,429.369995,429.369995,21296200
2024-03-22,429.700012,429.859985,426.070007,428.739990,428.739990,17636500
2024-03-25,425.239990,427.410004,421.609985,422.859985,422.859985,18060500
2024-03-26,425.609985,425.989990,421.350006,421.649994,421.649994,16725600
2024-03-27,424.440002,424.450012,419.010010,421.429993,421.429993,16705000
2024-03-28,420.959991,421.869995,419.119995,420.720001,420.720001,21871200
2024-04-01,423.950012,427.890015,422.220001,424.570007,424.570007,16316000
2024-04-02,420.109985,422.380005,417.839996,421.440002,421.440002,17912000
2024-04-03,419.730011,423.260010,419.089996,420.450012,420.450012,16502300
2024-04-04,424.989990,428.670013,417.570007,417.880005,417.880005,19370900
2024-04-05,420.010010,426.510010,418.320007,425.519989,425.519989,16544300
2024-04-08,425.170013,427.279999,423.299988,424.589996,424.589996,14272400
2024-04-09,426.440002,427.739990,421.619995,426.279999,426.279999,12512300
2024-04-10,422.190002,424.029999,419.700012,423.260010,423.260010,16216600
2024-04-11,425.820007,429.369995,422.359985,427.929993,427.929993,17966400
2024-04-12,424.049988,425.179993,419.769989,421.899994,421.899994,19232100
2024-04-15,426.600006,426.820007,413.429993,413.640015,413.640015,20273500
2024-04-16,414.570007,418.399994,413.730011,414.579987,414.579987,16765600
2024-04-17,417.250000,418.880005,410.329987,411.839996,411.839996,15855500
2024-04-18,410.630005,411.890015,403.950012,404.269989,404.269989,21029900
2024-04-19,404.029999,405.480011,397.769989,399.119995,399.119995,30276500
2024-04-22,400.079987,402.850006,395.750000,400.959991,400.959991,20286900
2024-04-23,404.239990,408.200012,403.059998,407.570007,407.570007,15734500
2024-04-24,409.559998,412.470001,406.779999,409.059998,409.059998,15065300
2024-04-25,394.029999,399.890015,388.029999,399.040009,399.040009,40586500
2024-04-26,412.170013,413.000000,405.760010,406.320007,406.320007,29694700
2024-04-29,405.250000,406.320007,399.190002,402.250000,402.250000,19582100
2024-04-30,401.489990,402.160004,389.170013,389.329987,389.329987,28781400
2024-05-01,392.609985,401.720001,390.309998,394.940002,394.940002,23562500
2024-05-02,397.660004,399.929993,394.649994,397.839996,397.839996,17709400
2024-05-03,402.279999,407.149994,401.859985,406.660004,406.660004,17446700
2024-05-06,408.760010,413.929993,406.369995,413.540009,413.540009,16996600
2024-05-07,414.660004,414.670013,409.089996,409.339996,409.339996,20018200
2024-05-08,408.170013,412.230011,406.709991,410.540009,410.540009,11792300
2024-05-09,410.570007,412.720001,409.100006,412.320007,412.320007,14689700
2024-05-10,412.940002,415.380005,411.799988,414.739990,414.739990,13402300
2024-05-13,418.010010,418.350006,410.820007,413.720001,413.720001,15440200
2024-05-14,412.019989,417.489990,411.549988,416.559998,416.559998,15109300
2024-05-15,417.899994,423.809998,417.269989,423.079987,423.079987,22239500
2024-05-16,421.799988,425.420013,420.350006,420.989990,420.989990,17530100
2024-05-17,422.540009,422.920013,418.029999,420.209991,420.209991,15352200
2024-05-20,420.209991,426.769989,419.989990,425.339996,425.339996,16272100
2024-05-21,426.829987,432.970001,424.850006,429.040009,429.040009,21453300
2024-05-22,430.089996,432.410004,427.130005,430.519989,430.519989,18073700
2024-05-23,432.970001,433.600006,425.420013,427.000000,427.000000,17211700
2024-05-24,427.190002,431.059998,424.410004,430.160004,430.160004,11845800
2024-05-28,429.630005,430.820007,426.600006,430.320007,430.320007,15718000
2024-05-29,425.690002,430.940002,425.690002,429.170013,429.170013,15517100
2024-05-30,424.299988,424.299988,414.239990,414.670013,414.670013,28424800
2024-05-31,416.750000,416.750000,404.510010,415.130005,415.130005,47995300
2024-06-03,415.529999,416.429993,408.920013,413.519989,413.519989,17484700
2024-06-04,412.429993,416.440002,409.679993,416.070007,416.070007,14348900
2024-06-05,417.809998,424.079987,416.299988,424.010010,424.010010,16988000
2024-06-06,424.010010,425.309998,420.579987,424.519989,424.519989,14861300
2024-06-07,426.200012,426.279999,423.000000,423.850006,423.850006,13621700
2024-06-10,424.700012,428.079987,423.890015,427.869995,427.869995,14003000
2024-06-11,425.480011,432.820007,425.250000,432.679993,432.679993,14551100
2024-06-12,435.320007,443.399994,433.250000,441.059998,441.059998,22366200
2024-06-13,440.850006,443.390015,439.369995,441.579987,441.579987,15960600
2024-06-14,438.279999,443.140015,436.720001,442.570007,442.570007,13582000
2024-06-17,442.589996,450.940002,440.720001,448.369995,448.369995,20790000
2024-06-18,449.709991,450.140015,444.890015,446.339996,446.339996,17112500
2024-06-20,446.299988,446.529999,441.269989,445.700012,445.700012,19848600
